Shelfmark,UV URL,Page Label,Date,Type,VID
Add Ms 255576,,"f171, r","5, 4, 32",Deeds of conveyance for lands in Norfolk,
Add Ms 255576,,"f172, v","5, 4, 32",Deeds of conveyance for lands in Norfolk,
,,,,,
Add Ms 255576,,"f172, v","5, 4, 32",Shipping of 600 slaves on the Princess Amelia and 600 slaves on the Mermaid,76814; 76363
,,,,,
Add Ms 255576,,"f172, v","5, 4, 32",Certification for the Princess Amelia & Mermaid,76814; 76363
,,,,,
Add Ms 255576,,"f172, r","5, 4, 32",Certification for the St George inter-island sloop,
,,,,,
Add Ms 255576,,"f172, r","5, 5, 32",Deeds of conveyance for estate in Wapping belonging to John Ward,
,,,,,
Add Ms 255576,,"f172, r","5, 5, 32",Bill of complaint vs Percival Lewis,
,,,,,
Add Ms 255576,,"f172, r","5, 5, 32",Law suit vs Messrs Dolliffe & Cleland,
Add Ms 255576,,"f173, v","5, 5, 32",Law suit vs Messrs Dolliffe & Cleland,
,,,,,
Add Ms 255576,,"f173, v","27, 6, 32",Power of attorney for William Smith to commence chancery suit vs Knox Ward,
,,,,,
Add Ms 255576,,"f173, v","30, 6, 32",Power of attorney for Mr de Gols re: bankruptcy of Sir Justus Beck,
,,,,,
Add Ms 255576,,"f173, v","30, 6, 32",Law suit vs Messrs Doliffe & Cleland,
,,,,,
Add Ms 255576,,"f173, v","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
,,,,,
Add Ms 255576,,"f173, v","21, 7, 32",Deputation of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f173, r","21, 7, 32",Deputation of John Spackman & Henry Faure as Buenos Aires factors,
,,,,,
Add Ms 255576,,"f173, r","21, 7, 32",Power of attorney for John Spackman & Henry Faure as Buenos Aires factors,
,,,,,
Add Ms 255576,,"f173, r","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f174, v","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f174, r","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f175, v","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f175, r","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f176, v","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f176, r","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f177, v","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f177, r","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f178, v","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f178, r","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f179, v","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f179, r","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f180, v","21, 7, 32",Appointment of John Spackman & Henry Faure as Buenos Aires factors,
,,,,,
Add Ms 255576,,"f180, v","21, 7, 32",Deputation of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f180, r","21, 7, 32",Deputation of John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f181, v","21, 7, 32",Deputation of John Spackman & Henry Faure as Buenos Aires factors,
,,,,,
Add Ms 255576,,"f181, v","21, 7, 32",Power of attorney for John Spackman & Henry Faure as Buenos Aires factors,
Add Ms 255576,,"f181, r","21, 7, 32",Power of attorney for John Spackman & Henry Faure as Buenos Aires factors,
,,,,,
Add Ms 255576,,"f182, v","21, 7, 32",Law suit vs Messrs Doliffe & Cleland,
,,,,,
Add Ms 255576,,"f182, v","25, 7, 32",Certification for Asiento on a voyage to Buenos Aires with stores for the factory,
Add Ms 255576,,"f182, r","25, 7, 32",Certification for Asiento on a voyage to Buenos Aires with stores for the factory,
Add Ms 255576,,"f183, v","25, 7, 32",Certification for Asiento on a voyage to Buenos Aires with stores for the factory,
,,,,,
Add Ms 255576,,"f183, v","9, 8, 32",Lease to Messrs de Gols & Read of houses on Charles Street,
,,,,,
Add Ms 255576,,"f183, v","16, 8, 32",Shipping of textiles and pepper on the Royal Caroline annual ship,41473?
,,,,,
Add Ms 255576,,"f183, r","23, 8, 32",Certification for the St Philip inter-island vessel,
Add Ms 255576,,"f184, v","23, 8, 32",Certification for the St Philip inter-island vessel,
,,,,,
Add Ms 255576,,"f184, v","31, 8, 32",Deputation for the super cargoes on the Royal Caroline annual ship,
,,,,,
Add Ms 255576,,"f184, v","31, 8, 32",Certification for the Royal Caroline annual ship,
,,,,,
Add Ms 255576,,"f184, v","31, 8, 32",Agreement with the super cargoes on the Royal Caroline annual ship,
Add Ms 255576,,"f184, r","31, 8, 32",Agreement with the super cargoes on the Royal Caroline annual ship,
,,,,,
Add Ms 255576,,"f184, r","31, 8, 32","Agreement with the chief mate and ""inferior officers"" on the Royal Caroline annual ship",
,,,,,
Add Ms 255576,,"f184, r","31, 8, 32",Deputation for the super cargoes on the Royal Caroline annual ship,
Add Ms 255576,,"f185, v","31, 8, 32",Deputation for the super cargoes on the Royal Caroline annual ship,
,,,,,
Add Ms 255576,,"f185, r","31, 8, 32",Certification for the Royal Caroline annual ship,
Add Ms 255576,,"f186, v","31, 8, 32",Certification for the Royal Caroline annual ship,
,,,,,
Add Ms 255576,,"f186, v","31, 8, 32",Agreement with the super cargoes on the Royal Caroline annual ship,
Add Ms 255576,,"f186, r","31, 8, 32",Agreement with the super cargoes on the Royal Caroline annual ship,
Add Ms 255576,,"f187, v","31, 8, 32",Agreement with the super cargoes on the Royal Caroline annual ship,
Add Ms 255576,,"f187, r","31, 8, 32",Agreement with the super cargoes on the Royal Caroline annual ship,
Add Ms 255576,,"f188, v","31, 8, 32",Agreement with the super cargoes on the Royal Caroline annual ship,
Add Ms 255576,,"f188, r","31, 8, 32",Agreement with the super cargoes on the Royal Caroline annual ship,
,,,,,
Add Ms 255576,,"f189, v","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f189, r","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f190, v","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f190, r","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f191, v","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f191, r","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f192, v","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f192, r","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f193, v","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f193, r","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f194, v","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
Add Ms 255576,,"f194, r","31, 8, 32",Covenenants against private trade on the Royal Caroline annual ship,
,,,,,
Add Ms 255576,,"f194, r","31, 8, 32","Agreement with the chief mate and ""inferior officers"" on the Royal Caroline annual ship",
Add Ms 255576,,"f195, v","31, 8, 32","Agreement with the chief mate and ""inferior officers"" on the Royal Caroline annual ship",
Add Ms 255576,,"f195, r","31, 8, 32","Agreement with the chief mate and ""inferior officers"" on the Royal Caroline annual ship",
Add Ms 255576,,"f196, v","31, 8, 32","Agreement with the chief mate and ""inferior officers"" on the Royal Caroline annual ship",
Add Ms 255576,,"f196, r","31, 8, 32","Agreement with the chief mate and ""inferior officers"" on the Royal Caroline annual ship",
Add Ms 255576,,"f197, v","31, 8, 32","Agreement with the chief mate and ""inferior officers"" on the Royal Caroline annual ship",
Add Ms 255576,,"f197, r","31, 8, 32","Agreement with the chief mate and ""inferior officers"" on the Royal Caroline annual ship",
,,,,,
Add Ms 255576,,"198, v","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
,,,,,
Add Ms 255576,,"198, v","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
Add Ms 255576,,"f198, r","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
Add Ms 255576,,"f199, v","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
Add Ms 255576,,"f199, r","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
Add Ms 255576,,"f200, v","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
Add Ms 255576,,"f200, r","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
Add Ms 255576,,"f201, v","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
Add Ms 255576,,"f201, r","1, 9, 32",Agreement with Harry Spencer and Shadrick Bastie to introduce slaves at Vera Cruz on their own account,
,,,,,
Add Ms 255576,,"f202, v","20, 9, 32",Certificaiton for the Don Carlos inter-island sloop,
,,,,,
Add Ms 255576,,"f202, v","20, 9, 32",Certificaiton for the Don Carlos sloop,
Add Ms 255576,,"f202, r","20, 9, 32",Certificaiton for the Don Carlos sloop,
,,,,,
Add Ms 255576,,"f202, r","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
,,,,,
Add Ms 255576,,"f203, v","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f203, r","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f204, v","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f204, r","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f205, v","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f205, r","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f206, v","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f206, r","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f207, v","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
Add Ms 255576,,"f207, r","20, 9, 32",Agreement with owners of the Don Carlos for a voyage from London to Jamaica to Vera Cruz,
,,,,,
Add Ms 255576,,"f207, r","1, 11, 32","Arbitration vs Messrs Sudbury, Denison & Lee re: sale of worsted camblets",
,,,,,
Add Ms 255576,,"f208, v","8, 11, 32",Shipping of goods on the Royal Caroline annual ship,
,,,,,
Add Ms 255576,,"f208, v","23, 12, 32",Empowerment of William Smith re: bankruptcy of John Ward,
,,,,,
Add Ms 255576,,"f208, r","30, 1, 32",Shipping of 500 slaves on the Rudge,78274
,,,,,
Add Ms 255576,,"f208, r","30, 1, 32",Certification for the Rudge,78274
Add Ms 255576,,"f209, v","30, 1, 32",Certification for the Rudge,78274
Add Ms 255576,,"f209, r","30, 1, 32",Certification for the Rudge,78274
,,,,,
Add Ms 255576,,"f209, r","30, 1, 32",Bill of sale for King Fisher and Sword Fish Greenland ships,
