Shelfmark,UV URL,Page Label,Date,Type,VID
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f95, v"," 5,15,23",Bill of chancery vs Jno Samuel Dubois,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f95, v"," 5,15,23",Bill of chancery vs Stephen Jermyn et al,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f95, v"," 5,15,23","Bill of chancery vs Thomas Bradyll, 6th factor at Porto Bello",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f95, v"," 5,15,23","Bill of chancery vs Archibald Darrock, 7th factor at Porto Bello",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f95, v"," 5,15,23","Bill of chancery vs Archibald Darrock, 6th factor at Carthagena",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f95, v","5,31,23",Releases to Mr Aislabie & Mr Craggs,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f95, v","5,31,23",Shipping of 325 slaves on the Sea Horse (RAC ship),76157
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f95, r","5,31,23",Shipping of 325 slaves on the Sea Horse (RAC ship),76157
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f96, v","5,31,23",Shipping of 325 slaves on the Sea Horse (RAC ship),76157
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f96, r","5,31,23",Shipping of 325 slaves on the Sea Horse (RAC ship),76157
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f97, v","5,31,23",Shipping of 325 slaves on the Sea Horse (RAC ship),76157
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f97, r","5,31,23",Shipping of 325 slaves on the Sea Horse (RAC ship),76157
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f98, v","5,31,23",Shipping of 325 slaves on the Sea Horse (RAC ship),76157
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f98, r","5,31,23",Shipping of 325 slaves on the Sea Horse (RAC ship),76157
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f99, v","6,13,23",Deputation of Thomas Braddyl and Archibald Darrock as agents at Panama and Portbello,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f99, r","6,13,23",Deputation of William Young as factor at Carthagena,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f100, v"," 6,21,23",Shipping of slaves on the Sea Horse,76157
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f100, r"," 6,21,23",Shipping of slaves on the Sea Horse,76157
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f101, v","10,2,23",Least of galleries in Gresham College from EIC,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f101, r","10,2,23",Least of galleries in Gresham College from EIC,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f102, v","10,2,23",Least of galleries in Gresham College from EIC,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f102, r","10,2,23",Least of galleries in Gresham College from EIC,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f102, v","10,2,23",Least of galleries in Gresham College from EIC,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f102, r","10,2,23",Least of galleries in Gresham College from EIC,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f103, v","10,2,23",Least of galleries in Gresham College from EIC,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f103, v","10,9,23",Licenses for three sloops to go from Barbados to Puerto Rico with ten slaves on each,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f103, r","10,9,23",Licenses for three sloops to go from Barbados to Puerto Rico with ten slaves on each,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f104, v","10,9,23",Licenses for three sloops to go from Barbados to Puerto Rico with ten slaves on each,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f104, v"," 10,23,23",Lease of rooms & warehouses in the Merchant Taylors Hall,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f104, r"," 10,23,23",Lease of rooms & warehouses in the Merchant Taylors Hall,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f105, v"," 10,23,23",Lease of rooms & warehouses in the Merchant Taylors Hall,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f105, r"," 10,23,23",Lease of rooms & warehouses in the Merchant Taylors Hall,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f106, v"," 10,23,23",Lease of rooms & warehouses in the Merchant Taylors Hall,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f106, r"," 10,23,23",Lease of rooms & warehouses in the Merchant Taylors Hall,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f107, v"," 10,23,23",Lease of rooms & warehouses in the Merchant Taylors Hall,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f107, r"," 10,23,23",Licenses for sloops to carry slaves from Jamaica to Spanish West Indies,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f108, v"," 10,23,23",Licenses for sloops to carry slaves from Jamaica to Spanish West Indies,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f108, r"," 10,23,23",Licenses for sloops to carry slaves from Jamaica to Spanish West Indies,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f109, v"," 10,23,23",Licenses for sloops to carry slaves from Jamaica to Spanish West Indies,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f109, r"," 10,23,23",Empowering of Rigby & Pratter to issue above licenses for sloops to carry slaves to the Spanish West Indies,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f110, v"," 10,23,23",Empowering of Rigby & Pratter to issue above licenses for sloops to carry slaves to the Spanish West Indies,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f110, v","11,27,23",Shipping of goods on the John from Buenos Aires to London,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f110, r","12,4,23",Transfer of company stock and annuities to the Million Bank,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f111, v","12,4,23",Transfer of company stock and annuities to the Million Bank,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f111, r","1,15,23",Empowerment of super cargoes on the Royal George annual ship,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f112, v","1,15,23",Empowerment of super cargoes on the Royal George annual ship,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f112, r","1,15,23",Empowerment of super cargoes on the Royal George annual ship,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f113, v","1,15,23",Certificate for the Royal George annual ship,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f113, r","1,15,23",Certificate for the Royal George annual ship,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f114, v","1,15,23",Certificate for the Royal George annual ship,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f114, v","1,15,23",Transfer of company stock to the Million Bank,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f114, v"," 1,28,23","Empowerment of super cargoes on the Royal George to inspect and regulate Panama & Port Bello factories, including sales of slaves there",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f114, r"," 1,28,23","Empowerment of super cargoes on the Royal George to inspect and regulate Panama & Port Bello factories, including sales of slaves there",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f115, v"," 1,28,23","Empowerment of super cargoes on the Royal George to inspect and regulate Panama & Port Bello factories, including sales of slaves there",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f115, v"," 1,28,23","Empowerment of super cargoes on the Royal George to inspect and regulate Panama & Port Bello factories, including sales of slaves there",
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f116, r"," 1,28,23","Empowerment of super cargoes on the Royal George to inspect and regulate Panama & Port Bello factories, including sales of slaves there",
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f116, r"," 1,28,23",Agreement with the super cargoes on the Royal George annual ship,
,,,,,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f116, r"," 1,28,23",Empowerment of super cargoes on the Royal George annual ship,
MS 25575,http://access.bl.uk/item/viewer/ark:/81055/vdc_100182442776.0x000001,"f117, v"," 1,28,23",Empowerment of super cargoes on the Royal George annual ship,
