id	place	value	longitude	latitude	show_on_main_map	show_on_voyage_map	region_id
1159	Ohio - place unspecified	21919	-82.9071000	40.4173000	0	1	76
1160	Indiana - place unspecified	21920	-86.1349000	40.2672000	0	1	76
1158	Greensboro	21921	NULL	NULL	1	1	76
1266	Quincy, OH	21922	-82.9071000	40.4173000	0	1	76
1267	California - place unspecified	21923	-119.4179000	36.7783000	1	1	76
1155	Paris, MO	21924	-92.0013000	39.4809000	0	1	76
1268	Cincinatti, OH	21925	-84.5120000	39.1031000	0	1	76
1269	Vermont - place unspecified	21926	-72.5778000	44.5588000	0	1	76
1156	Camden, AR	21927	-92.8343000	33.5846000	0	1	76
1282	Rock Creek, IL	21928	NULL	NULL	0	1	76
1070	Charleston, WV	21929	-81.6326000	38.3498000	0	1	76
2345	Jefferson Barracks	21930	-90.2830500	38.5064600	1	1	76
721	USA, location unspecified	21999	-79.9355400	32.7809600	0	1	76
951	Nashville	22001	-86.8128660	36.1499370	1	1	97
1168	Fayetteville	22002	-86.5706000	35.1520000	0	1	97
1273	Memphis	22004	-90.0490000	35.1495000	1	1	97
1170	Giles County	22005	-86.9824000	35.0895000	0	1	97
1171	Jackson County	22006	-85.6435000	36.4005000	0	1	97
1169	Shelby County	22007	-89.9253000	35.1269000	0	1	97
952	Tennessee, port unspecified	22099	-86.5804000	35.5175000	0	1	97
953	Woodville	22101	-94.4155000	30.7752000	0	1	98
994	Galveston	22102	-94.7977000	29.3013000	1	1	98
1029	Montgomery County	22103	-95.4778000	30.3213000	0	1	98
1093	Anderson	22104	-95.9925000	30.4877000	0	1	98
1096	Austin	22105	-97.7431000	30.2672000	0	1	98
2116	Aransas	22106	-96.9960900	28.0395400	1	1	98
1174	Houston	22107	-95.3698000	29.7604000	0	1	98
2117	Aransas Bay	22108	-96.9960900	28.0395400	1	1	98
1176	Independence	22109	-96.3464000	30.3192000	0	1	98
2118	Brazos	22110	-95.3793900	28.8786500	1	1	98
2119	Brazos River	22111	-95.3793900	28.8786500	1	1	98
2120	Brazos Santiago	22112	-97.1585800	26.0656300	1	1	98
1179	Bastrop	22113	-97.3153000	30.1105000	0	1	98
1180	Comal County	22114	-98.2213000	29.8106000	0	1	98
1181	Centreville	22115	-95.9783000	31.2580000	0	1	98
1182	Clinton	22116	-96.2358000	33.1035000	0	1	98
1183	Columbia	22117	-95.6452000	29.1439000	0	1	98
1184	Cuero	22118	-97.2892000	29.0939000	0	1	98
1185	Fayette County	22119	-96.8351000	29.8896000	0	1	98
1186	Fort Graham	22120	-98.5895000	33.1071000	0	1	98
1187	Foster County	22121	-95.8322000	29.6505000	0	1	98
1188	Freestone County	22122	-96.1527000	31.7535000	0	1	98
1189	Goliad	22123	97.3883000	28.6683000	0	1	98
1191	Gonzales	22124	-97.4525000	29.5016000	0	1	98
1190	Grimes County	22126	-95.9833000	30.4830000	0	1	98
1192	Guadalupe	22127	-97.8722000	29.6477000	0	1	98
1193	Harris County	22128	-95.3103000	29.7752000	0	1	98
1194	Henderson, Rusk County	22129	-94.8106000	32.1742000	0	1	98
1195	Huntsville	22130	-95.5508000	30.7235000	0	1	98
1196	Port Lavaca	22131	-96.6261000	28.6150000	0	1	98
1197	Leon County	22132	-95.9833000	31.2153000	0	1	98
1198	Lexington	22133	97.0117000	30.4191000	0	1	98
2124	Harrisburg	22134	-95.2601500	29.7185200	1	1	98
2125	Indian Point	22135	-96.5241400	28.5566600	1	1	98
1199	Liberty County	22136	-94.8106000	30.1634000	0	1	98
1200	Lubbock County	22137	-101.7980000	33.6754000	0	1	98
1201	Matagorda	22138	-95.9683000	28.6911000	0	1	98
2126	Indianola	22140	-96.4874700	28.5119400	1	1	98
1203	New Braunfels	22141	-98.1245000	29.7030000	0	1	98
1204	Fort Bend	22142	-95.8143000	29.5693000	0	1	98
2127	La Salle	22143	-96.6694900	28.7920700	1	1	98
2128	Laureles	22144	-97.4941500	26.1092400	1	1	98
1207	Polk County	22145	-94.8106000	30.7151000	1	1	98
1208	Newton County	22146	-93.6623000	30.9360000	0	1	98
1209	Victoria County	22147	-97.0068000	28.7713000	0	1	98
1210	Waco	22148	-97.1467000	31.5493000	0	1	98
2129	Lavaca Bay	22149	-96.5249700	28.5980200	1	1	98
1211	Washington County	22150	-96.3652000	30.2353000	0	1	98
1212	Richmond	22151	-95.7608000	29.5822000	0	1	98
2130	Linn's Landing	22152	-96.6183100	28.6424800	1	1	98
2131	Linnville	22153	-96.6183100	28.6424800	1	1	98
1213	Victoria	22154	-97.0036000	28.8053000	0	1	98
1214	Woodbury County	22155	-97.2308000	32.0496000	0	1	98
1178	Corpus Christi	22156	-97.3964000	27.8006000	0	1	98
1177	Brazoria	22157	-95.5691000	29.0444000	0	1	98
1206	San Antonio	22158	-98.4936000	29.4241000	1	1	98
1274	Dallas County	22159	-96.8351000	32.8025000	0	1	98
1275	Milam County	22160	-96.9795000	30.8093000	0	1	98
1276	Chapel Hill	22161	-96.2572000	30.1425000	0	1	98
1277	Wharton	22162	-96.1027000	29.3116000	0	1	98
1278	San Jacinto	22163	-95.1432000	30.5188000	0	1	98
2132	Matagorda Bay	22164	-96.3013400	28.5504700	1	1	98
2134	Port Caddo	22165	-94.1767400	32.6824100	1	1	98
2135	Port Isabel	22166	-97.2085800	26.0734100	1	1	98
2136	Powderhorn	22167	-96.5169700	28.4909000	1	1	98
2137	Quintana	22168	-95.3082700	28.9333000	1	1	98
2138	Rio Grande	22169	-97.1469800	25.9558200	1	1	98
2139	Sabine	22170	-93.9399400	29.8849500	1	1	98
2140	Sabine City	22171	-93.9399400	29.8849500	1	1	98
2141	Sabine Lake	22172	-93.8371400	29.8877600	1	1	98
2142	Sabine Pass	22173	-93.9399400	29.8849500	1	1	98
2143	Sabine River	22174	-93.8382800	29.6915900	1	1	98
2144	Saluria	22175	-96.6195700	28.6413800	1	1	98
2145	St. Joseph's Island	22176	-96.9101800	28.0438900	1	1	98
2147	Velasco	22177	-95.3424200	28.9282400	1	1	98
2149	Pass Cavallo	22178	-96.3965530	28.3789670	1	1	98
954	Texas, port unspecified	22199	-99.9018000	31.9686000	0	1	98
1409	California, place unspecified	23099	-122.4194100	37.7749200	1	1	102
302	Isabela	31102	-71.2500000	18.4500000	0	1	90
303	Monte Christi	31103	-71.6500000	19.8666700	1	1	90
304	Samana	31104	-69.3200000	19.2166700	0	1	90
829	San Domingo (a) Santo Domingo	31106	0.0000000	0.0000000	0	0	90
824	Ocoa	31107	0.0000000	0.0000000	0	0	90
825	Nizao	31108	0.0000000	0.0000000	0	0	90
826	Puerto de Plata	31109	0.0000000	0.0000000	0	0	90
827	Isla Saona	31110	0.0000000	0.0000000	0	0	90
819	Hispaniola, unspecified	31199	-69.9000000	18.4666700	1	1	90
305	San Juan	31201	-66.1057200	18.4663300	0	1	11
943	Ponce	31202	-66.6141000	18.0111000	1	1	11
975	Guayama	31203	66.1138000	17.9841000	1	1	11
976	San Germ?n	31204	-67.0411070	18.0807080	1	1	11
734	Puerto Rico, port unspecified	31299	-66.1057200	18.4663300	1	1	11
306	Bahia Honda	31301	-83.1591700	22.9036100	1	1	12
307	Banes	31302	-75.7186100	20.9625000	1	1	12
308	Cabanas	31303	-82.9219400	22.9758300	1	1	12
309	Caibarien	31304	-79.4669400	22.5205600	0	1	12
310	Canas?	31305	-81.7813900	23.1125000	1	1	12
311	Cardenas	31306	-81.2047200	23.0375000	1	1	12
312	Cienfuegos	31307	-80.4355600	22.1461100	1	1	12
775	Cuba, south coast	31308	-75.7381100	19.9507600	1	1	12
313	Cuba, west coast	31309	-83.3802700	22.9194500	1	1	12
314	Estuary of River Guane	31310	-84.0838900	22.2005600	0	1	12
315	Guanimar	31311	-82.6536100	22.6883300	1	1	12
316	Havana	31312	-82.3641700	23.1319400	1	1	12
317	Isla de Pinas	31313	-82.8240500	21.6833100	1	1	12
318	Magari, Manzanillo	31314	-77.1166700	20.3433300	1	1	12
319	Mariel	31315	-82.7536100	22.9875000	1	1	12
320	Matanzas	31316	-81.5775000	23.0411100	1	1	12
321	Matanzas province, north	31317	-81.5775000	23.0411100	0	1	12
322	Matanzas province, south	31318	-81.5775000	23.0411100	0	1	12
323	Nuevitas	31319	-77.2644400	21.5452800	0	1	12
324	Puerto Padre	31320	-76.6027800	21.1950000	1	1	12
325	Sagua	31321	-80.0755600	22.8066700	1	1	12
326	San Juan de los Remedios	31322	-79.5458300	22.4947200	1	1	12
327	Santiago de Cuba	31323	-75.8219400	20.0247200	1	1	12
328	Trinidad de Cuba	31324	-79.9841700	21.8019400	1	1	12
799	Bataban?	31326	0.0000000	0.0000000	0	0	12
828	Baracoa	31327	0.0000000	0.0000000	0	0	12
830	Punta Macurijes	31328	-78.4866670	21.0280560	0	0	12
861	South Keys	31329	0.0001235	0.0001235	1	1	12
862	Puerto Principe	31330	0.0001235	0.0001235	1	1	12
863	Holgu?n	31331	0.0001235	0.0001235	1	1	12
974	Bacuranao	31332	-82.2398240	23.1744830	1	1	12
2033	San Jose	31333	-79.2707781	22.1902849	1	1	12
2034	San Lazaro, Havana	31334	-82.3689584	23.1411381	1	1	12
735	Cuba, port unspecified	31399	-79.2219910	22.3991500	0	1	12
864	San Andr?s	31401	0.0001235	0.0001235	1	1	91
820	Spanish Caribbean, unspecified	31499	-69.9000000	18.4666700	0	1	91
329	Cura?ao	32110	-68.9166700	12.1000000	1	1	40
2035	Willemstad	32111	-68.8824233	12.1224221	1	1	40
330	Aruba	32120	-70.0333300	12.5166700	0	1	40
726	Bonaire	32130	-68.5000000	12.2000000	0	1	40
331	St. Maarten	32140	-63.0333300	18.1000000	1	1	40
332	Cul de Sac (St. Maarten)	32141	-63.0300000	18.1000000	0	1	40
333	St. Eustatius	32150	-62.9833300	17.4666700	1	1	40
955	Saba	32151	-63.2491900	17.6259000	1	1	40
334	Dutch Caribbean, colony unspecified	32199	-68.9166700	12.1000000	0	1	40
335	Guiana	32201	-55.6759900	5.9585900	0	1	39
336	Nova Zeelandia (Wild Coast)	32202	-55.6759900	5.9585900	0	1	39
337	Essequibo	32230	-58.3547900	7.0439600	1	1	39
762	Suriname, place unspecified	32240	-55.6759900	5.9585900	1	1	39
338	Paramaribo	32241	-55.1666700	5.8333300	1	1	39
607	Berbice	32250	-57.9300000	6.6713000	1	1	39
339	Dutch Guianas, colony unspecified	32299	-55.6759900	5.9585900	0	1	39
956	Bijsterpan	32301	0.0001235	0.0001235	0	1	77
340	Other Dutch Americas, colony unspecified	32399	0.0000000	0.0000000	0	0	77
736	Tortola, port unspecified	33299	-64.7200000	18.3473200	1	1	13
341	Anguilla, port unspecified	33399	-63.0500000	18.2166700	0	1	78
764	Saint John (Antigua)	33401	-61.8500000	17.1166700	1	1	14
865	Barbuda	33402	-61.7707290	21.3983180	1	1	79
342	Antigua, place unspecified	33499	-61.8500000	17.1166700	0	1	14
727	St. Kitts, port unspecified	33599	-62.7166700	17.3000000	1	1	15
765	Newcastle (Nevis)	33601	-62.5833300	17.2000000	1	1	16
343	Nevis, port unspecified	33699	-62.5833300	17.2000000	0	1	16
737	Montserrat, port unspecified	33799	-62.2166700	16.7000000	1	1	17
904	Roseau	33801	-61.3793554	15.3091676	1	1	18
905	St. Marc	33802	-61.3443520	15.2195920	1	1	18
738	Dominica, place unspecified	33899	-61.4000000	15.3000000	1	1	18
739	St. Lucia, port unspecified	34199	-61.0000000	14.0000000	1	1	19
344	King's Harbour	34201	-59.6200000	13.1000000	0	1	20
906	Speightstown	34202	-59.6377130	13.2531230	1	1	20
728	Barbados, place unspecified	34299	-59.6000000	13.1000000	1	1	20
740	St. Vincent, port unspecified	34399	-61.2166700	13.1333300	1	1	21
1354	Grand Mal	34401	-61.7500000	12.0667000	1	1	22
1355	Paraelek	34402	-61.7500000	12.0500000	1	1	22
1356	Corinth	34403	-61.6773000	12.0360000	1	1	22
1357	Palmish	34404	-61.7333000	12.1333000	1	1	22
1358	Morne Delue	34405	-61.7140000	12.0338000	1	1	22
1359	Providence	34406	-61.6667000	12.0500000	1	1	22
1360	Clarkes Court	34407	-61.7397790	12.0258880	1	1	22
1361	Bellevue	34408	-61.6500000	12.0500000	1	1	22
1362	Revolution Hall	34409	-61.7333304	12.1666660	1	1	22
1363	St George	34410	-61.7488000	12.0560970	1	1	22
1364	St. Cyr	34411	-61.6500000	12.1167000	1	1	22
1365	Resource	34412	-61.6745946	12.2111650	1	1	22
1366	Hope Vale	34413	-61.7157000	12.0283000	1	1	22
1367	Hermitage	34414	-61.6354000	12.1766000	1	1	22
1368	Grand Ance	34415	-61.7571000	12.0240000	1	1	22
1369	L'Esterre and Columbiere	34416	-61.4830000	12.4717000	1	1	22
1370	Union	34417	-61.6705000	12.2018000	1	1	22
1371	Balthazard	34418	-61.6556000	12.1245000	1	1	22
1372	Bacolets and Isle Rhome	34419	-61.6850000	12.0234000	1	1	22
1373	River Antoine and Mount Saint Harg	34420	-61.6071000	12.1771000	1	1	22
1374	Mount Alexander	34421	-61.7500000	12.0500000	1	1	22
1375	Goodson	34422	-61.7500000	12.0500000	1	1	22
1376	Caliving	34423	-61.7264400	11.9961850	1	1	22
1377	Fontenoy	34424	-61.7528000	12.0686000	1	1	22
1378	Adelphi	34425	-61.6766000	12.1099000	1	1	22
1379	Rose Mount	34426	-61.6766000	12.1099000	1	1	22
1380	Mount Pleasant	34427	NULL	12.1062000	1	1	22
1381	Point Saline	34428	-61.8018000	12.0030000	1	1	22
1382	Snell Hall	34429	-61.8018000	12.0030000	1	1	22
1383	La Digue	34430	-61.6330000	12.1000000	1	1	22
1384	Morne Salone	34431	-61.7500000	12.0500000	1	1	22
1385	Carriacou	34432	-61.4362300	12.4848500	1	1	22
1386	Windsor	34433	-61.6667000	12.1333000	1	1	22
1387	Beausefour	34434	-61.7469000	12.0916000	1	1	22
1388	Kettle Point	34435	-61.7500000	12.0500000	1	1	22
1389	Springs	34436	-61.7442000	12.0408600	1	1	22
1390	Vend?me	34437	-61.7130000	12.0821000	1	1	22
1391	Florida	34438	-61.7000000	12.1500000	1	1	22
1392	Carmile	34439	-61.7500000	12.0500000	1	1	22
741	Grenada, place unspecified	34499	-61.7500000	12.0500000	1	1	22
742	Trinidad, port unspecified	34599	-61.5166700	10.6500000	1	1	23
345	Zion Hill	34601	-60.6166700	11.2333300	1	1	24
346	Tobago, port unspecified	34699	-60.6666700	11.2500000	0	1	24
347	Annotto Bay	35101	-76.7666700	18.2666700	0	1	25
348	Antonia	35102	-76.4666700	18.1833300	1	1	25
349	Black River	35103	-77.8500000	18.0166700	1	1	25
350	Falmouth (Jam.)	35104	-77.6500000	18.5000000	1	1	25
351	Lucea (a) St. Lucea	35105	-78.1666700	18.4500000	1	1	25
352	Martha Brae	35106	-77.6500000	18.4666700	1	1	25
353	Montego Bay	35107	-77.9166700	18.4666700	1	1	25
354	Morant Bay	35108	-76.4200000	17.8833300	0	1	25
355	Port Maria	35109	-76.9000000	18.3666700	1	1	25
776	Port Royal	35110	-76.9200000	17.9333000	1	1	25
356	Saint Ann's Bay	35111	-77.2000000	18.4333300	1	1	25
357	Savanna la Mar	35112	-78.1333300	18.2166700	1	1	25
358	Spanish Town	35113	-76.9500000	17.9833300	0	1	25
359	Kingston	35114	-76.8000000	17.9833333	1	1	25
1339	Smoaky Hall Plantation Trelawny	35116	-77.6333308	NULL	1	1	25
1342	Hide Hall Estate Trelawny	35117	-78.0623600	18.4029500	1	1	25
1343	Hopewell Estate	35118	-78.0166666	18.4499982	1	1	25
1344	Dumfries	35119	-76.7642000	18.1805000	1	1	25
1352	Queenbithe Estate	35120	NULL	NULL	1	1	25
1353	Killbryde, New Canaan Estate	35121	NULL	NULL	1	1	25
360	Jamaica, place unspecified	35199	-76.8000000	18.0000000	0	1	25
361	New Providence	35201	-77.3968300	24.9936400	1	1	26
362	Turk's Island	35202	-71.1166700	21.4000000	0	1	26
363	Nassau	35203	-77.3810800	25.0760600	1	1	26
907	Cat Island	35204	0.0001235	0.0001235	1	1	26
908	Exuma	35205	-75.9695460	23.6192600	1	1	26
909	Heneague	35206	0.0001235	0.0001235	1	1	26
773	Bahamas, port unspecified	35299	-78.7000000	26.5333300	0	1	26
364	Cumingsberg	35301	-58.1666700	6.8166700	1	1	27
365	Stabroek	35302	-58.1500000	6.8166700	0	1	27
366	Demerara	35304	-58.1687110	6.8102040	1	1	27
367	Kingston (Demerera)	35305	-58.1700000	6.8166700	0	1	27
834	British Guina, port unspecified	35399	0.0001235	0.0001235	1	1	27
368	Mosquito Shore	35401	-83.3833300	14.0333300	0	1	51
370	British Honduras, port unspecified	35499	-88.1886110	17.4986110	0	1	51
371	Antigua or Dominica	35502	0.0000000	0.0000000	0	0	79
372	Barbados and Jamaica	35503	0.0000000	0.0000000	0	0	79
373	Dominica or Jamaica	35504	0.0000000	0.0000000	0	0	79
374	Jamaica or St. Kitts	35505	0.0000000	0.0000000	0	0	79
375	British Leewards	35507	-63.0500000	18.2166700	0	1	79
767	Bermuda	35508	-64.7838900	32.2941700	0	1	79
766	Hamilton (Bermuda)	35509	-64.7838900	32.2941700	1	1	79
910	Becquia	35510	-61.2272310	13.0117060	1	1	79
911	Grand Caymans	35511	-81.2408690	19.3221700	1	1	79
912	Providence Island	35512	-81.3729370	13.3387610	1	1	91
376	British Caribbean, colony unspecified	35599	-76.8000000	18.0000000	0	1	79
377	Fort-Royale	36101	-61.0833300	14.6000000	0	1	28
378	Saint-Pierre	36102	-61.1666700	14.7333300	0	1	28
778	Martinique, place unspecified	36199	-61.1666700	14.6333300	1	1	28
379	Basse-Terre	36201	-61.7166700	16.0000000	1	1	29
380	Pointe-?-Pitre	36202	-61.5166700	16.2333300	1	1	29
381	Marie-Galante	36203	-61.2666700	15.9333300	0	1	29
957	Grande-Terre, port unspecified	36204	-61.4669000	16.2732000	1	1	29
729	Guadeloupe, place unspecified	36299	-61.7166700	16.0000000	0	1	29
382	Cayenne	36301	-52.3333300	4.9333300	1	1	30
383	Oyapock	36302	-51.8000000	3.9000000	0	1	30
841	French Guiana, port unspecified	36399	0.0000000	0.0000000	0	0	30
384	Tortuga	36401	-72.7866700	20.0463400	1	1	31
612	Arcahaie	36402	-72.5125000	18.7694400	0	1	31
613	Cap Fran?ais	36403	-72.2040000	19.7500000	1	1	31
385	Cayes (Les)	36404	-73.7500000	18.2000000	1	1	31
386	Cul-de-Sac	36405	-72.3666700	19.0666700	1	1	31
387	Fort Dauphin	36406	-71.8397200	19.6677800	1	1	31
388	Jacmel	36407	-72.5347200	18.2341700	1	1	31
389	J?r?mie	36408	-74.1166700	18.6500000	1	1	31
390	L?ogane	36409	-72.6338900	18.5108300	1	1	31
617	M?le Saint Nicolas	36410	-73.3800000	19.8000000	0	1	31
391	Petit-Go?ve	36411	-72.8669400	18.4313900	1	1	31
392	Port-au-Prince	36412	-72.3350000	18.5391700	1	1	31
393	Port-de-Paix	36413	-72.8308700	19.9327600	1	1	31
394	Saint-Marc	36414	-72.7000000	19.1166700	1	1	31
792	?le ? Vache	36415	-73.6512000	18.0694000	0	0	31
913	Cap Tiberon	36416	0.0001235	0.0001235	1	1	31
848	Gona?ve	36420	72.6801580	19.4511500	1	1	31
1334	Aribonite	36421	NULL	NULL	1	1	31
1325	Morne Rouge	36422	-72.4598000	19.2011000	1	1	31
1326	le Mustic (Moustique)	36423	-72.9666670	19.9166670	1	1	31
1327	Boucassin	36424	-72.4200000	18.7300000	1	1	31
1324	L'Est?re	36425	-72.6821300	19.4497400	1	1	31
1329	Mont. de Chanteloup	36426	NULL	NULL	1	1	31
1330	Port-Margot	36427	-72.4295130	19.7517170	1	1	31
1331	Chicahominy	36428	NULL	NULL	1	1	31
1328	Dondon	36429	-72.2437810	19.5269650	1	1	31
1332	Longemalle (Habitation)	36430	NULL	NULL	1	1	31
1333	Limonade	36431	-72.1252800	NULL	1	1	31
1335	Fond	36432	-73.1305350	18.2799280	1	1	31
1336	Ouanaminthe	36433	-71.7296250	19.5473720	1	1	31
1337	Charbonniere	36434	-74.1643650	18.2746510	1	1	31
1338	Nippes	36435	-73.0999996	NULL	1	1	31
1340	Belair	36436	-72.3333300	18.5500000	1	1	31
1341	Boucan-Champagne	36437	NULL	NULL	1	1	31
1345	Petite Anse	36438	-73.1549900	19.6301100	1	1	31
1346	Rue Bourbon	36439	-72.5360860	18.2355180	1	1	31
1347	Grand Co?ve	36440	-72.7682000	18.4283000	1	1	31
1348	Bon Repos	36442	NULL	18.6257000	1	1	31
1349	Port ? l'?cu	36443	-73.0400000	19.9060000	1	1	31
1350	Belair, rue de Vaudreuil	36444	NULL	NULL	1	1	31
1351	Fond-d'Icaques	36446	-79.9300000	18.5400000	1	1	31
395	Saint-Domingue, then Haiti, port unspecified	36499	-72.2041700	19.7577800	0	1	31
396	French Caribbean, colony unspecified	36599	-72.2041700	19.7577800	0	1	80
730	St. Croix	37010	-64.8200000	17.7730500	1	1	61
731	St. Thomas	37020	-64.9400000	18.3414100	1	1	61
914	St. John (Virgin Islands)	37030	-64.7399494	18.3274718	1	1	61
921	Spanish Town, Virgin Islands	37040	-64.4304110	18.4498530	1	1	61
614	Danish West Indies, colony unspecified	37099	-64.8000000	18.0200000	0	1	61
793	Gustavia, St. Barth?lemy	38101	-62.8317000	17.9002000	0	0	52
777	St. Barth?lemy, port unspecified	38199	-62.8333300	17.9000000	1	1	52
397	Caribbean (colony unspecified)	39001	-70.0000000	20.0000000	0	1	81
866	Orici	39003	0.0001235	0.0001235	1	1	81
867	Bottomaneau	39004	0.0001235	0.0001235	1	1	81
915	Bottomaneau (location undetermined)	39040	0.0001235	0.0001235	1	1	89
842	Caribbean, port unspecified	39999	0.0000000	0.0000000	0	0	81
618	New Spain, port unspecified	41201	-87.6097570	18.9832080	0	1	92
399	Campeche	41202	-90.5333300	19.8500000	1	1	92
822	Veracruz	41203	-96.1300000	19.1700000	1	1	92
774	Guatemala	41204	-88.7000000	15.8000000	1	1	92
400	Santo Tomas	41205	-88.6166700	15.7000000	0	1	92
401	Portobelo	41206	-79.6500000	9.5500000	1	1	92
402	Cartagena	41207	-75.5144400	10.3997200	1	1	92
403	Santa Marta	41208	-74.2016700	11.2472200	1	1	92
404	Venezuela, port unspecified	41210	-67.9644400	10.4452800	0	1	92
405	Borburata	41211	-67.9644400	10.4452800	0	1	92
406	Caracas	41212	-66.9166700	10.5000000	1	1	92
407	Cumana	41213	-64.1666700	10.4666700	1	1	92
823	La Guaira	41214	-66.9333000	10.6000000	1	1	92
772	Margarita	41215	-64.0800000	10.9500000	0	1	92
408	Orinoko	41216	-60.5400000	8.8634300	0	1	92
409	Rio de la Hacha	41217	-72.9072200	11.5444400	1	1	92
916	Darien	41218	0.0001235	0.0001235	1	1	92
831	Nombre de Dios	41219	-79.4703100	9.5828900	1	1	92
917	Rattan (a) Roat?n	41220	-86.5299670	16.3297610	1	1	92
922	Puerto Cabello	41221	-68.0298650	10.4697690	1	1	92
868	Isla de Aves	41222	-63.6166670	15.6833330	1	1	92
869	Coro	41223	-69.6700000	11.4000000	1	1	92
870	Maracaibo	41224	-71.6100000	10.6700000	1	1	92
871	Nueva Barcelona	41225	-64.6900000	10.1400000	1	1	92
932	Guayana, Venezuela	41226	-61.0000000	8.5800000	1	1	92
936	Caracas Coast and Tucacas	41227	-66.9166700	10.5000000	1	1	92
937	San Juan de los Cayos	41228	-68.4099000	11.1738000	1	1	92
2051	Tortuga Island, Venezuela	41229	-65.1817400	10.5532390	1	1	92
2053	San Felipe	41231	-114.8407776	31.0250709	1	1	92
2054	El Salvador	41232	-88.8965300	13.7941850	1	1	92
369	Trujillo, Honduras	41252	-85.9534470	15.9116790	1	1	92
978	Puerto de Caballos (Puerto Cortes)	41253	-87.9286000	15.8251000	1	1	92
979	Panama, Port unspecified	41297	-79.6000000	9.5000000	1	0	92
935	Honduras, port unspecified	41298	-86.7919010	15.7702880	1	1	92
821	Spanish Circum-Caribbean,unspecified	41299	-75.4794260	10.3910490	0	1	92
410	Buenos Aires	42001	-58.3808460	-34.5746250	1	1	32
411	Montevideo	42002	-56.1708300	-34.8580600	1	1	32
412	Colonia de Sacramento	42003	-57.8500000	-34.4667000	0	1	32
413	Maldonado	42004	-54.9500000	-34.9000000	0	1	32
928	R?o Negro	42005	-62.8141666	-41.0216666	1	1	32
1410	Buceo	42006	-56.1281700	-34.8981000	1	1	32
958	Punta del Este	42007	-54.9500000	-34.9666700	0	1	32
2031	Arequipa	42008	-71.5374510	-16.4090474	1	1	32
2150	Asunci?n	42014	-57.5759200	-25.2637300	1	1	32
2151	Concepci?n del Uruguay	42015	-58.2321400	-32.4845300	1	1	32
2152	Curupaity	42016	NULL	NULL	1	1	32
2153	Gualeguay	42017	-59.3104600	-33.1503200	1	1	32
2154	Humait?	42018	-58.5058200	-27.0668600	1	1	32
414	Rio de la Plata, port unspecified	42099	0.0000000	0.0000000	0	0	32
2062	Peru	43000	-75.0151520	-9.1899670	1	1	82
415	Lima	43001	0.0000000	0.0000000	0	0	82
2064	Ica, Peru	43002	-75.7375844	-14.0789231	1	1	82
843	Peru, port unspecified	43099	0.0000000	0.0000000	0	0	82
959	Valparaiso	44001	-71.6127000	-33.0472000	0	1	99
960	Talcahuano	44002	-73.1170000	-36.7248000	0	1	99
2393	Fortress Sant?sima Trinidad	44003	NULL	NULL	1	1	99
961	Ecuador, port unspecified	45099	-79.9224000	-2.1710000	0	1	100
980	Panama City	46001	-79.5199000	8.9824000	1	1	101
1411	Portos do Norte	50101	-48.5012900	-1.4563400	1	1	33
623	Maranh?o	50102	-44.2666700	-2.5166700	1	1	33
416	Par?	50103	-48.4833300	-1.4500000	1	1	33
417	Guajano	50104	0.0000000	0.0000000	0	0	33
418	Rio Amazona	50105	0.0000000	0.0000000	0	0	33
938	Cear?, port unspecified	50106	-38.4928760	-3.8031930	0	0	33
940	Macap?	50107	-51.0705350	0.0355740	0	0	33
939	Bel?m	50108	-48.4901970	-1.4557790	0	0	33
971	S?o Luis	50109	-44.2829000	-2.5391000	1	1	33
972	Aracaty	50110	-37.7689000	-4.5612000	1	1	33
973	Tapaj?	50111	NULL	NULL	0	0	33
2155	Manaus	50112	-60.0217300	-3.1190200	1	1	33
844	Amazonia, port unspecified	50199	0.0000000	0.0000000	0	0	33
419	P?rto Seguro	50201	-39.2641800	-16.4441670	0	1	34
420	Rio Real	50202	-37.3666700	-11.4500000	0	1	34
421	Rio S?o Francisco	50203	-38.2604000	-9.3319000	0	1	34
771	Taipu	50204	-35.6000000	-5.6166700	0	1	34
1412	Alcoba?a	50205	-39.1931300	-17.5278500	1	1	34
1413	Aldeia Velha	50206	-39.0162700	-13.9645100	1	1	34
1414	Aracaju	50207	-37.0729000	-10.9266500	1	1	34
1415	Belmonte	50208	-38.8798200	-15.8612300	1	1	34
1416	Boaventura	50209	-38.3067700	-12.8265600	1	1	34
1417	Canavieiras	50210	-38.9451800	-15.6773400	1	1	34
1418	Caravelas	50211	-39.2652700	-17.7337600	1	1	34
1419	Caravelas, Mucuri e Vit?ria	50212	-39.2652700	-17.7337600	1	1	34
1420	Est?ncia	50213	-37.4392100	-11.2706500	1	1	34
1421	Ilh?us	50214	-39.0346900	-14.7981200	1	1	34
1422	Laranjeiras	50215	-37.1670700	-10.8047100	1	1	34
1423	Mucuri	50216	-39.5499700	-18.0833900	1	1	34
1424	Rio Cotinguiba	50217	-37.0679500	-10.8227400	1	1	34
1425	Santa Cruz	50218	-39.0236200	-16.2825200	1	1	34
1426	Sergipe, place unspecified	50219	-37.0729000	-10.9266500	1	1	34
1427	Valen?a	50220	-39.0720500	-13.3700100	1	1	34
1428	Vila Vi?osa	50221	-39.3660200	-17.9020800	1	1	34
2156	Maguay	50222	NULL	NULL	1	1	34
2157	Prado	50223	-39.2250500	-17.3340700	1	1	34
